name,tax_id,accession_id,total_number_of_chromosomes,total_sequence_length,total_ungapped_length,number_of_contigs,contig_n50,contig_l50,number_of_scaffolds,scaffold_n50,scaffold_l50,number_of_component_sequences,atgc_count,gc_count,gc_percent,genome_coverage,checkm_marker_set,checkm_species_tax_id,checkm_marker_set_rank,checkm_version,completeness,contamination,completeness_percentile,rank
Pseudomonas aeruginosa,287,GCF_000496605.2,1,6498072,6498072,1,6498072,1,1,6498072,1,1,6498072,4311697,66.5,396.02,Pseudomonas aeruginosa,287,species,v1.2.3,99.15,0.81,32.9659,SPECIES
Pseudomonas aeruginosa,287,GCF_000496455.2,1,7055752,7055752,1,7055752,1,1,7055752,1,1,7055673,4640122,66,NA,Pseudomonas aeruginosa,287,species,v1.2.4,97.37,0.88,8.06662,SPECIES
Pseudomonas aeruginosa,287,GCF_900185255.1,1,6902967,6902967,1,6902967,1,1,6902967,1,1,6902967,4564033,66,100,Pseudomonas aeruginosa,287,species,v1.2.3,99.34,0.82,48.9509,SPECIES
Pseudomonas aeruginosa,287,GCF_022810825.1,1,6878170,6878170,1,6878170,1,1,6878170,1,1,6878170,4537481,66,100,Pseudomonas aeruginosa,287,species,v1.2.3,99.82,0.49,94.4109,SPECIES
Pseudomonas aeruginosa,287,GCF_000271985.2,1,6243825,6243825,1,6243825,1,1,6243825,1,1,6243825,4152358,66.5,200,Pseudomonas aeruginosa,287,species,v1.2.3,99.61,0.31,76.1439,SPECIES
Pseudomonas aeruginosa,287,GCF_900069025.1,1,6212531,6212531,1,6212531,1,1,6212531,1,1,6212531,4135544,66.5,67,Pseudomonas aeruginosa,287,species,v1.2.4,99.55,0.49,70.9815,SPECIES
Pseudomonas aeruginosa,287,GCA_029961365.1,3,7466275,7466275,3,7406986,1,3,7406986,1,3,7466275,4898371,65.5,40,Pseudomonas aeruginosa,287,species,v1.2.2,92.03,1.06,1.5588,SPECIES
Pseudomonas aeruginosa,287,GCA_021644285.3,2,7305315,7305315,2,7297720,1,2,7297720,1,2,7305315,4795928,65.5,20,NA,NA,NA,NA,NA,NA,NA,SPECIES
Pseudomonas aeruginosa,287,GCA_021661475.3,2,7838444,7838444,2,7291359,1,2,7291359,1,2,7838444,5118218,65.5,20,NA,NA,NA,NA,NA,NA,NA,SPECIES
Pseudomonas aeruginosa,287,GCA_021601745.3,1,7288285,7288285,1,7288285,1,1,7288285,1,1,7288285,4786307,65.5,30,NA,NA,NA,NA,NA,NA,NA,SPECIES
Pseudomonas aeruginosa,287,GCA_021660795.4,1,7265861,7265861,1,7265861,1,1,7265861,1,1,7265861,4776604,65.5,52,NA,NA,NA,NA,NA,NA,NA,SPECIES
Pseudomonas aeruginosa,287,GCA_022593675.3,2,7250742,7250742,2,7243778,1,2,7243778,1,2,7250742,4767965,66,70,NA,NA,NA,NA,NA,NA,NA,SPECIES
Pseudomonas aeruginosa,287,GCA_021669535.2,2,7233517,7233517,2,7232386,1,2,7232386,1,2,7233517,4750578,65.5,30,NA,NA,NA,NA,NA,NA,NA,SPECIES
Pseudomonas aeruginosa,287,GCA_022916475.3,1,7222126,7222126,1,7222126,1,1,7222126,1,1,7222126,4751102,66,115,NA,NA,NA,NA,NA,NA,NA,SPECIES
Pseudomonas aeruginosa,287,GCA_021669335.3,2,7223597,7223597,2,7216002,1,2,7216002,1,2,7223597,4745112,65.5,20,NA,NA,NA,NA,NA,NA,NA,SPECIES
Pseudomonas aeruginosa,287,GCA_021669275.3,1,7207768,7207768,1,7207768,1,1,7207768,1,1,7207768,4736113,65.5,27,NA,NA,NA,NA,NA,NA,NA,SPECIES
Pseudomonas aeruginosa,287,GCA_016924255.2,1,7175098,7175098,1,7175098,1,1,7175098,1,1,7175098,4723257,66,50,NA,NA,NA,NA,NA,NA,NA,SPECIES
Pseudomonas aeruginosa,287,GCA_025580225.2,1,7169933,7169933,1,7169933,1,1,7169933,1,1,7169933,4714370,66,20,NA,NA,NA,NA,NA,NA,NA,SPECIES
Pseudomonas aeruginosa,287,GCA_030179725.1,2,7688027,7688027,2,7158239,1,2,7158239,1,2,7688027,5025544,65.5,44.889,NA,NA,NA,NA,NA,NA,NA,SPECIES
Pseudomonas aeruginosa,287,GCA_021601685.2,1,7155930,7155930,1,7155930,1,1,7155930,1,1,7155930,4711201,66,30,NA,NA,NA,NA,NA,NA,NA,SPECIES
Pseudomonas aeruginosa,287,GCA_030179765.1,2,7319092,7319092,2,7141628,1,2,7141628,1,2,7319092,4794103,65.5,127.331,NA,NA,NA,NA,NA,NA,NA,SPECIES
Pseudomonas aeruginosa,287,GCA_016923395.2,1,7134524,7134524,1,7134524,1,1,7134524,1,1,7134524,4690514,65.5,50,NA,NA,NA,NA,NA,NA,NA,SPECIES
Pseudomonas aeruginosa,287,GCA_023615765.2,4,7683483,7683483,4,7128552,1,4,7128552,1,4,7683483,5029823,65.5,20,NA,NA,NA,NA,NA,NA,NA,SPECIES
Pseudomonas aeruginosa,287,GCA_044833425.2,1,7121820,7121820,1,7121820,1,1,7121820,1,1,7121820,4690494,66,100,NA,NA,NA,NA,NA,NA,NA,SPECIES
Pseudomonas aeruginosa,287,GCA_016924585.2,1,7117627,7117627,1,7117627,1,1,7117627,1,1,7117627,4675192,65.5,50,NA,NA,NA,NA,NA,NA,NA,SPECIES
Pseudomonas aeruginosa,287,GCA_032878795.1,1,7117619,7117619,1,7117619,1,1,7117619,1,1,7117619,4679528,65.5,100,Pseudomonas aeruginosa,287,species,v1.2.3,91.68,1.05,1.48767,SPECIES
Pseudomonas aeruginosa,287,GCA_022475555.3,2,7133275,7133275,2,7113664,1,2,7113664,1,2,7133275,4693180,66,41,NA,NA,NA,NA,NA,NA,NA,SPECIES
Pseudomonas aeruginosa,287,GCF_028610145.1,1,7109876,7109876,1,7109876,1,1,7109876,1,1,7109876,4683938,66,194,Pseudomonas aeruginosa,287,species,v1.2.2,99.23,1.08,38.6854,SPECIES
Pseudomonas aeruginosa,287,GCA_047714025.2,1,7103472,7103472,1,7103472,1,1,7103472,1,1,7103472,4685601,66,77,NA,NA,NA,NA,NA,NA,NA,SPECIES
Pseudomonas aeruginosa,287,GCA_021601605.3,1,7093313,7093313,1,7093313,1,1,7093313,1,1,7093313,4670879,66,14,NA,NA,NA,NA,NA,NA,NA,SPECIES
Pseudomonas aeruginosa,287,GCA_021664795.2,2,7130605,7130605,2,7089046,1,2,7089046,1,2,7130605,4692163,66,45,NA,NA,NA,NA,NA,NA,NA,SPECIES
Pseudomonas aeruginosa,287,GCF_028608505.1,1,7086823,7086823,1,7086823,1,1,7086823,1,1,7086823,4670760,66,197,Pseudomonas aeruginosa,287,species,v1.2.2,98.62,1.15,17.7157,SPECIES
Pseudomonas aeruginosa,287,GCA_032734545.3,1,7084007,7084007,1,7084007,1,1,7084007,1,1,7084007,4666241,66,50,NA,NA,NA,NA,NA,NA,NA,SPECIES
Pseudomonas aeruginosa,287,GCA_050230415.2,1,7083700,7083700,1,7083700,1,1,7083700,1,1,7083700,4665942,66,50,NA,NA,NA,NA,NA,NA,NA,SPECIES
Pseudomonas aeruginosa,287,GCA_040965195.2,1,7083451,7083451,1,7083451,1,1,7083451,1,1,7083451,4666176,66,50,NA,NA,NA,NA,NA,NA,NA,SPECIES
Pseudomonas aeruginosa,287,GCA_028366335.3,1,7082769,7082769,1,7082769,1,1,7082769,1,1,7082769,4665407,66,121,NA,NA,NA,NA,NA,NA,NA,SPECIES
Pseudomonas aeruginosa,287,GCA_043647515.2,1,7079787,7079787,1,7079787,1,1,7079787,1,1,7079787,4663845,66,239.07,NA,NA,NA,NA,NA,NA,NA,SPECIES
Pseudomonas aeruginosa,287,GCF_028607365.1,1,7077739,7077739,1,7077739,1,1,7077739,1,1,7077739,4652915,65.5,310,Pseudomonas aeruginosa,287,species,v1.2.2,98.65,0.94,18.2195,SPECIES
Pseudomonas aeruginosa,287,GCF_036418145.1,2,7080283,7080283,2,7073325,1,2,7073325,1,2,7080283,4665101,66,26,Pseudomonas aeruginosa,287,species,v1.2.4,94.72,0.89,2.97534,SPECIES
Pseudomonas aeruginosa,287,GCA_021661615.2,1,7073297,7073297,1,7073297,1,1,7073297,1,1,7073297,4659852,66,33,NA,NA,NA,NA,NA,NA,NA,SPECIES
Pseudomonas aeruginosa,287,GCA_031480695.3,1,7068701,7068701,1,7068701,1,1,7068701,1,1,7068701,4657012,66,50,NA,NA,NA,NA,NA,NA,NA,SPECIES
Pseudomonas aeruginosa,287,GCA_021660875.3,1,7064206,7064206,1,7064206,1,1,7064206,1,1,7064206,4654655,66,20,NA,NA,NA,NA,NA,NA,NA,SPECIES
Pseudomonas aeruginosa,287,GCA_021645445.2,1,7062313,7062313,1,7062313,1,1,7062313,1,1,7062313,4653628,66,30,NA,NA,NA,NA,NA,NA,NA,SPECIES
Pseudomonas aeruginosa,287,GCA_021644425.4,2,7061948,7061948,2,7059676,1,2,7059676,1,2,7061948,4653395,66,30,NA,NA,NA,NA,NA,NA,NA,SPECIES
Pseudomonas aeruginosa,287,GCA_021661655.3,1,7057747,7057747,1,7057747,1,1,7057747,1,1,7057747,4649393,66,41,NA,NA,NA,NA,NA,NA,NA,SPECIES
Pseudomonas aeruginosa,287,GCF_035198885.1,1,7053364,7053364,1,7053364,1,1,7053364,1,1,7053364,4653471,66,100,Pseudomonas aeruginosa,287,species,v1.2.3,94.34,0.86,2.69085,SPECIES
Pseudomonas aeruginosa,287,GCA_030316095.1,1,7050994,7050994,1,7050994,1,1,7050994,1,1,7050994,4649979,66,50,NA,NA,NA,NA,NA,NA,NA,SPECIES
Pseudomonas aeruginosa,287,GCF_900243355.1,3,7756224,7756224,3,7049347,1,3,7049347,1,3,7756224,5050370,65,300,Pseudomonas aeruginosa,287,species,v1.2.3,99.55,3.11,70.9815,SPECIES
Pseudomonas aeruginosa,287,GCA_021666815.3,2,7052245,7052245,2,7045216,1,2,7045216,1,2,7052245,4646946,66,82,NA,NA,NA,NA,NA,NA,NA,SPECIES
Pseudomonas aeruginosa,287,GCA_030366015.2,2,7083052,7083052,2,7041984,1,2,7041984,1,2,7083052,4655142,65.5,173,NA,NA,NA,NA,NA,NA,NA,SPECIES
Pseudomonas aeruginosa,287,GCA_021660815.2,1,7040329,7040329,1,7040329,1,1,7040329,1,1,7040329,4639035,66,30,NA,NA,NA,NA,NA,NA,NA,SPECIES
Pseudomonas aeruginosa,287,GCA_046229595.2,1,7033750,7033750,1,7033750,1,1,7033750,1,1,7033750,4635042,66,100,NA,NA,NA,NA,NA,NA,NA,SPECIES
Pseudomonas aeruginosa,287,GCA_021645325.2,2,7035091,7035091,2,7033592,1,2,7033592,1,2,7035091,4637397,66,30,NA,NA,NA,NA,NA,NA,NA,SPECIES
Pseudomonas aeruginosa,287,GCA_024922265.2,2,7082831,7082831,2,7031941,1,2,7031941,1,2,7082831,4665530,66,20,NA,NA,NA,NA,NA,NA,NA,SPECIES
Pseudomonas aeruginosa,287,GCA_028053955.3,2,7078864,7078864,2,7027991,1,2,7027991,1,2,7078864,4663336,66,74,NA,NA,NA,NA,NA,NA,NA,SPECIES
Pseudomonas aeruginosa,287,GCA_021645225.2,3,7071667,7071667,3,7020655,1,3,7020655,1,3,7071667,4658989,66,20,NA,NA,NA,NA,NA,NA,NA,SPECIES
Pseudomonas aeruginosa,287,GCA_021644505.2,1,7018312,7018312,1,7018312,1,1,7018312,1,1,7018312,4629580,66,30,NA,NA,NA,NA,NA,NA,NA,SPECIES
Pseudomonas aeruginosa,287,GCF_028610065.1,2,7016109,7016109,2,7009133,1,2,7009133,1,2,7016109,4628101,66,157,Pseudomonas aeruginosa,287,species,v1.2.2,99.05,1.04,28.6688,SPECIES
Pseudomonas aeruginosa,287,GCF_003991465.1,1,7005215,7005215,1,7005215,1,1,7005215,1,1,7005215,4608939,66,51.7,Pseudomonas aeruginosa,287,species,v1.2.2,94.83,1.69,3.02276,SPECIES
Pseudomonas aeruginosa,287,GCA_030368395.2,2,7048424,7048424,2,6985840,1,2,6985840,1,2,7048424,4636375,66,162,NA,NA,NA,NA,NA,NA,NA,SPECIES
Pseudomonas aeruginosa,287,GCA_021666875.3,1,6977334,6977334,1,6977334,1,1,6977334,1,1,6977334,4593902,66,35,NA,NA,NA,NA,NA,NA,NA,SPECIES
Pseudomonas aeruginosa,287,GCF_003952285.1,1,6976603,6976603,1,6976603,1,1,6976603,1,1,6976603,4586119,65.5,46.2,Pseudomonas aeruginosa,287,species,v1.2.2,92.81,2.03,1.8018,SPECIES
Pseudomonas aeruginosa,287,GCA_042443075.2,1,6975166,6975166,1,6975166,1,1,6975166,1,1,6975166,4596981,66,50,NA,NA,NA,NA,NA,NA,NA,SPECIES
Pseudomonas aeruginosa,287,GCA_032934835.1,1,6966844,6966844,1,6966844,1,1,6966844,1,1,6966844,4588070,66,20,NA,NA,NA,NA,NA,NA,NA,SPECIES
Pseudomonas aeruginosa,287,GCA_046054755.2,1,6966285,6966285,1,6966285,1,1,6966285,1,1,6966285,4595235,66,100,NA,NA,NA,NA,NA,NA,NA,SPECIES
Pseudomonas aeruginosa,287,GCA_052979685.1,1,6963335,6963335,1,6963335,1,1,6963335,1,1,6963335,4589605,66,86,NA,NA,NA,NA,NA,NA,NA,SPECIES
Pseudomonas aeruginosa,287,GCA_022915975.2,1,6959815,6959815,1,6959815,1,1,6959815,1,1,6959815,4583157,66,60,NA,NA,NA,NA,NA,NA,NA,SPECIES
Pseudomonas aeruginosa,287,GCA_049190335.2,1,6951310,6951310,1,6951310,1,1,6951310,1,1,6951310,4589063,66,175.579,NA,NA,NA,NA,NA,NA,NA,SPECIES
Pseudomonas aeruginosa,287,GCF_028608725.1,1,6950470,6950470,1,6950470,1,1,6950470,1,1,6950470,4582410,66,162,Pseudomonas aeruginosa,287,species,v1.2.2,98.04,1.57,11.8599,SPECIES
Pseudomonas aeruginosa,287,GCA_050908835.1,1,6949905,6949905,1,6949905,1,1,6949905,1,1,6949905,4589753,66,49,Pseudomonas aeruginosa,287,species,v1.2.3,94.73,1.5,2.9872,SPECIES
Pseudomonas aeruginosa,287,GCA_014672795.1,1,6939908,6939908,1,6939908,1,1,6939908,1,1,6939908,4570247,66,139.39,Pseudomonas aeruginosa,287,species,v1.2.3,93.84,2.14,2.29374,SPECIES
Pseudomonas aeruginosa,287,GCF_003950255.1,1,6937609,6937609,1,6937609,1,1,6937609,1,1,6937609,4565312,66,57.98,Pseudomonas aeruginosa,287,species,v1.2.2,94.36,1.39,2.7027,SPECIES
Pseudomonas aeruginosa,287,GCF_028608585.1,2,7138596,7138596,2,6934532,1,2,6934532,1,2,7138596,4686536,65.5,136,Pseudomonas aeruginosa,287,species,v1.2.2,98.25,1.8,13.3831,SPECIES
Pseudomonas aeruginosa,287,GCF_028609545.1,1,6929113,6929113,1,6929113,1,1,6929113,1,1,6929113,4565685,66,169,Pseudomonas aeruginosa,287,species,v1.2.2,98.2,1.47,12.9327,SPECIES
Pseudomonas aeruginosa,287,GCF_028607125.1,1,6927188,6927188,1,6927188,1,1,6927188,1,1,6927188,4580911,66,185,Pseudomonas aeruginosa,287,species,v1.2.2,98.83,0.78,21.669,SPECIES
Pseudomonas aeruginosa,287,GCF_028607165.1,1,6927159,6927159,1,6927159,1,1,6927159,1,1,6927159,4580880,66,164,Pseudomonas aeruginosa,287,species,v1.2.2,98.5,0.78,16.0266,SPECIES
Pseudomonas aeruginosa,287,GCA_046054735.3,1,6924229,6924229,1,6924229,1,1,6924229,1,1,6924229,4566841,66,100,NA,NA,NA,NA,NA,NA,NA,SPECIES
Pseudomonas aeruginosa,287,GCA_030368495.2,1,6907402,6907402,1,6907402,1,1,6907402,1,1,6907402,4559313,66,119,NA,NA,NA,NA,NA,NA,NA,SPECIES
Pseudomonas aeruginosa,287,GCA_042701695.2,1,6906495,6906495,1,6906495,1,1,6906495,1,1,6906495,4555309,66,100,NA,NA,NA,NA,NA,NA,NA,SPECIES
Pseudomonas aeruginosa,287,GCF_028609485.1,1,6894937,6894937,1,6894937,1,1,6894937,1,1,6894937,4552797,66,166,Pseudomonas aeruginosa,287,species,v1.2.2,99.16,0.63,33.4578,SPECIES
Pseudomonas aeruginosa,287,GCF_028607205.1,1,6891485,6891485,1,6891485,1,1,6891485,1,1,6891485,4555270,66,156,Pseudomonas aeruginosa,287,species,v1.2.2,98.64,0.93,18.0832,SPECIES
Pseudomonas aeruginosa,287,GCA_016924475.2,1,6889914,6889914,1,6889914,1,1,6889914,1,1,6889914,4551616,66,50,NA,NA,NA,NA,NA,NA,NA,SPECIES
Pseudomonas aeruginosa,287,GCF_028610105.1,2,6885916,6885916,2,6883203,1,2,6883203,1,2,6885916,4547716,66,140,Pseudomonas aeruginosa,287,species,v1.2.2,98.51,1.12,16.0917,SPECIES
Pseudomonas aeruginosa,287,GCF_028609045.1,1,6879087,6879087,1,6879087,1,1,6879087,1,1,6879087,4550939,66,129,Pseudomonas aeruginosa,287,species,v1.2.2,98.72,1.51,19.3694,SPECIES
Pseudomonas aeruginosa,287,GCF_028609245.1,1,6838904,6838904,1,6838904,1,1,6838904,1,1,6838904,4521968,66,79,Pseudomonas aeruginosa,287,species,v1.2.2,95.77,0.79,3.90588,SPECIES
Pseudomonas aeruginosa,287,GCA_046689005.2,3,7333895,7333895,3,6832328,1,3,6832328,1,3,7333895,4810217,65.5,100,NA,NA,NA,NA,NA,NA,NA,SPECIES
Pseudomonas aeruginosa,287,GCF_003950235.1,1,6814295,6814295,1,6814295,1,1,6814295,1,1,6814295,4488633,66,59.4,Pseudomonas aeruginosa,287,species,v1.2.2,92.33,1.53,1.62992,SPECIES
Pseudomonas aeruginosa,287,GCA_030179745.1,3,7729730,7729730,3,6808841,1,3,6808841,1,3,7729730,5051909,65.5,105.034,NA,NA,NA,NA,NA,NA,NA,SPECIES
Pseudomonas aeruginosa,287,GCF_028608565.1,2,6808779,6808779,2,6807074,1,2,6807074,1,2,6808779,4487835,66,148,Pseudomonas aeruginosa,287,species,v1.2.2,98.4,1.95,14.9656,SPECIES
Pseudomonas aeruginosa,287,GCF_028608805.1,2,6813644,6813644,2,6806496,1,2,6806496,1,2,6813644,4509930,66,153,Pseudomonas aeruginosa,287,species,v1.2.2,98.77,0.57,20.537,SPECIES
Pseudomonas aeruginosa,287,GCA_033541995.2,2,6851464,6851464,2,6803680,1,2,6803680,1,2,6851464,4512445,66,135,NA,NA,NA,NA,NA,NA,NA,SPECIES
Pseudomonas aeruginosa,287,GCA_036872625.1,1,6797398,6797398,1,6797398,1,1,6797398,1,1,6797398,4493428,66,300,NA,NA,NA,NA,NA,NA,NA,SPECIES
Pseudomonas aeruginosa,287,GCF_028609985.1,1,6796516,6796516,1,6796516,1,1,6796516,1,1,6796516,4500172,66,107,Pseudomonas aeruginosa,287,species,v1.2.2,97.14,0.56,7.12423,SPECIES
Pseudomonas aeruginosa,287,GCF_003713085.1,1,6793961,6793961,1,6793961,1,1,6793961,1,1,6793961,4473017,66,65.2,Pseudomonas aeruginosa,287,species,v1.2.2,92.43,1.31,1.67734,SPECIES
Pseudomonas aeruginosa,287,GCF_028610205.1,1,6793049,6793049,1,6793049,1,1,6793049,1,1,6793049,4498175,66,116,Pseudomonas aeruginosa,287,species,v1.2.2,97.42,0.56,8.27406,SPECIES
Pseudomonas aeruginosa,287,GCF_901472545.1,1,6791490,6791490,1,6791490,1,1,6791490,1,1,6791490,4494036,66,100,Pseudomonas aeruginosa,287,species,v1.2.2,93.62,0.28,2.16927,SPECIES
Pseudomonas aeruginosa,287,GCF_901472595.1,1,6788588,6788588,1,6788588,1,1,6788588,1,1,6788588,4496784,66,100,Pseudomonas aeruginosa,287,species,v1.2.2,94.16,0.78,2.50711,SPECIES
Pseudomonas aeruginosa,287,GCF_028609465.1,1,6786654,6786654,1,6786654,1,1,6786654,1,1,6786654,4493975,66,196,Pseudomonas aeruginosa,287,species,v1.2.2,98.44,0.56,15.4042,SPECIES
Pseudomonas aeruginosa,287,GCF_013341315.1,1,6780782,6780782,1,6780782,1,1,6780782,1,1,6780782,4475958,66,229.65,Pseudomonas aeruginosa,287,species,v1.2.3,94.1,1.88,2.48933,SPECIES
Pseudomonas aeruginosa,287,GCF_901472565.1,1,6779267,6779267,1,6779267,1,1,6779267,1,1,6779267,4488628,66,100,Pseudomonas aeruginosa,287,species,v1.2.2,93.33,0.49,2.01517,SPECIES
Pseudomonas aeruginosa,287,GCF_045348555.1,1,6769031,6769031,1,6769031,1,1,6769031,1,1,6769031,4478345,66,1,Pseudomonas aeruginosa,287,species,v1.2.3,99.38,0.95,51.784,SPECIES
Pseudomonas aeruginosa,287,GCF_028608605.1,3,6840567,6840567,3,6761200,1,3,6761200,1,3,6840567,4509456,66,131,Pseudomonas aeruginosa,287,species,v1.2.2,96.61,1.64,5.51802,SPECIES
Pseudomonas aeruginosa,287,GCF_003952305.1,1,6759594,6759594,1,6759594,1,1,6759594,1,1,6759594,4452819,66,45.9,Pseudomonas aeruginosa,287,species,v1.2.2,92.97,1.46,1.86107,SPECIES
Pseudomonas aeruginosa,287,GCA_037223945.1,1,6747646,6747646,1,6747646,1,1,6747646,1,1,6747646,4464005,66,300,NA,NA,NA,NA,NA,NA,NA,SPECIES
Pseudomonas aeruginosa,287,GCF_003952325.1,1,6744658,6744658,1,6744658,1,1,6744658,1,1,6744658,4447231,66,283,Pseudomonas aeruginosa,287,species,v1.2.2,94.62,1.69,2.89237,SPECIES
Pseudomonas aeruginosa,287,GCA_034127025.2,1,6738487,6738487,1,6738487,1,1,6738487,1,1,6738487,4456665,66,21,NA,NA,NA,NA,NA,NA,NA,SPECIES
Pseudomonas aeruginosa,287,GCF_028607285.1,3,6790001,6790001,3,6737651,1,3,6737651,1,3,6790001,4489623,66,136,Pseudomonas aeruginosa,287,species,v1.2.2,98.68,0.49,18.6404,SPECIES
Pseudomonas aeruginosa,287,GCF_028609425.1,1,6727859,6727859,1,6727859,1,1,6727859,1,1,6727859,4446475,66,138,Pseudomonas aeruginosa,287,species,v1.2.2,96.36,0.6,4.92532,SPECIES
Pseudomonas aeruginosa,287,GCF_028607265.1,2,6871369,6871369,2,6710278,1,2,6710278,1,2,6871369,4534727,66,199,Pseudomonas aeruginosa,287,species,v1.2.2,99.16,0.87,33.4578,SPECIES
Pseudomonas aeruginosa,287,GCA_033547135.1,2,7091553,7091553,2,6696531,1,2,6696531,1,2,7091553,4657419,65.5,119,NA,NA,NA,NA,NA,NA,NA,SPECIES
Pseudomonas aeruginosa,287,GCF_036417785.1,1,6695986,6695986,1,6695986,1,1,6695986,1,1,6695986,4427286,66,54,Pseudomonas aeruginosa,287,species,v1.2.2,94.59,0.72,2.8568,SPECIES
Pseudomonas aeruginosa,287,GCF_028607145.1,1,6669750,6669750,1,6669750,1,1,6669750,1,1,6669750,4409197,66,106,Pseudomonas aeruginosa,287,species,v1.2.2,98.92,0.7,24.3362,SPECIES
Pseudomonas aeruginosa,287,GCA_025736975.1,2,7054769,7054769,2,6663921,1,2,6663921,1,2,7054769,4633572,65.5,100,NA,NA,NA,NA,NA,NA,NA,SPECIES
Pseudomonas aeruginosa,287,GCF_028609525.1,1,6654496,6654496,1,6654496,1,1,6654496,1,1,6654496,4397682,66,100,Pseudomonas aeruginosa,287,species,v1.2.2,96.53,0.61,5.33428,SPECIES
Pseudomonas aeruginosa,287,GCF_028608765.1,1,6638347,6638347,1,6638347,1,1,6638347,1,1,6638347,4402101,66.5,160,Pseudomonas aeruginosa,287,species,v1.2.2,99.09,0.38,30.435,SPECIES
Pseudomonas aeruginosa,287,GCF_028608745.1,1,6638345,6638345,1,6638345,1,1,6638345,1,1,6638345,4402111,66.5,180,Pseudomonas aeruginosa,287,species,v1.2.2,99.13,0.38,32.1954,SPECIES
Pseudomonas aeruginosa,287,GCA_028366535.3,3,6803216,6803216,3,6635769,1,3,6635769,1,3,6803216,4483638,66,89,NA,NA,NA,NA,NA,NA,NA,SPECIES
Pseudomonas aeruginosa,287,GCA_025792615.1,1,6634608,6634608,1,6634608,1,1,6634608,1,1,6634608,4385511,66,18,Pseudomonas aeruginosa,287,species,v1.2.3,44.19,0.6,0.0770507,SPECIES
Pseudomonas aeruginosa,287,GCA_025736955.1,2,7012080,7012080,2,6630741,1,2,6630741,1,2,7012080,4609157,65.5,100,NA,NA,NA,NA,NA,NA,NA,SPECIES
Pseudomonas aeruginosa,287,GCF_018986715.1,1,6609407,6609407,1,6609407,1,1,6609407,1,1,6609407,4366190,66,80,Pseudomonas aeruginosa,287,species,v1.2.3,93.1,1.03,1.90849,SPECIES
Pseudomonas aeruginosa,287,GCF_028610185.1,2,6599357,6599357,2,6595493,1,2,6595493,1,2,6599357,4369435,66,65,Pseudomonas aeruginosa,287,species,v1.2.2,98.63,1.07,17.8876,SPECIES
Pseudomonas aeruginosa,287,GCA_052696685.1,2,6610260,6610260,2,6588888,1,2,6588888,1,2,6610260,4368570,66,100,Pseudomonas aeruginosa,287,species,v1.2.4,94.41,1.29,2.73826,SPECIES
Pseudomonas aeruginosa,287,GCF_028608845.1,4,6697564,6697564,4,6560100,1,4,6560100,1,4,6697564,4431203,66,107,Pseudomonas aeruginosa,287,species,v1.2.2,98.51,1.91,16.0917,SPECIES
Pseudomonas aeruginosa,287,GCF_028608485.1,1,6559171,6559171,1,6559171,1,1,6559171,1,1,6559171,4344232,66,298,Pseudomonas aeruginosa,287,species,v1.2.2,99.1,0.49,30.6899,SPECIES
Pseudomonas aeruginosa,287,GCF_028610005.1,2,6585066,6585066,2,6549144,1,2,6549144,1,2,6585066,4357215,66,172,Pseudomonas aeruginosa,287,species,v1.2.2,97.64,0.49,9.38241,SPECIES
Pseudomonas aeruginosa,287,GCA_038799315.1,1,6541669,6541669,1,6541669,1,1,6541669,1,1,6541669,4343201,66.5,111.212,Pseudomonas aeruginosa,287,species,v1.2.2,80.39,0.33,0.681603,SPECIES
Pseudomonas aeruginosa,287,GCF_003288355.1,1,6540996,6540996,1,6540996,1,1,6540996,1,1,6540996,4309483,66,9.85,Pseudomonas aeruginosa,287,species,v1.2.2,93.73,0.53,2.20484,SPECIES
Pseudomonas aeruginosa,287,GCF_002812825.1,1,6526814,6526814,1,6526814,1,1,6526814,1,1,6526814,4308725,66,100,Pseudomonas aeruginosa,287,species,v1.2.2,94.88,0.78,3.06425,SPECIES
Pseudomonas aeruginosa,287,GCA_019434195.1,1,6520583,6520583,1,6520583,1,1,6520583,1,1,6520583,4326013,66.5,31,Pseudomonas aeruginosa,287,species,v1.2.3,92.81,0.58,1.8018,SPECIES
Pseudomonas aeruginosa,287,GCF_028608865.1,1,6520087,6520087,1,6520087,1,1,6520087,1,1,6520087,4316064,66,298,Pseudomonas aeruginosa,287,species,v1.2.2,98.61,1.22,17.532,SPECIES
Pseudomonas aeruginosa,287,GCF_028609565.1,1,6512731,6512731,1,6512731,1,1,6512731,1,1,6512731,4318057,66.5,190,Pseudomonas aeruginosa,287,species,v1.2.2,97.78,1.32,10.1114,SPECIES
Pseudomonas aeruginosa,287,GCF_028608965.1,1,6512729,6512729,1,6512729,1,1,6512729,1,1,6512729,4327920,66.5,203,Pseudomonas aeruginosa,287,species,v1.2.2,98.95,0.52,25.0356,SPECIES
Pseudomonas aeruginosa,287,GCF_028607225.1,1,6511783,6511783,1,6511783,1,1,6511783,1,1,6511783,4322029,66.5,160,Pseudomonas aeruginosa,287,species,v1.2.2,98.75,0.49,19.9265,SPECIES
Pseudomonas aeruginosa,287,GCF_028609205.1,1,6508173,6508173,1,6508173,1,1,6508173,1,1,6508173,4319703,66.5,144,Pseudomonas aeruginosa,287,species,v1.2.2,99.01,1.27,27.3886,SPECIES
